main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
AMAZON FASHION,Gravity Defyer Proven Pain Relief Women's G-Defy Ion Athletic Shoes for Knee Pain,4.0,3407,"['fabric-and-synthetic', 'BREATHABLE MESH UPPER produces proper ventilation & flexibility.', 'ROOMY TOE BOX extra room for comfort and better blood circulation.', 'FRONT ROLLING FOREFOOT DESIGN Smooth movement and stability.', 'REMOVABLE INSOLES to accommodate custom orthotic support.', 'BONUS FREE PAIR podiatrist-grade CorrectiveFit orthotic insoles in every box - corrects body alignment and helps with plantar fasciitis.']",[],99.95,"{'hi_res': ['https://m.media-amazon.com/images/I/81VyI7+ZI5L._AC_UL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/41hXOXUMPPL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41hXOXUMPPL._AC_US40_.jpg'], 'variant': ['MAIN']}","{'title': [""Women's Ion Line"", 'Mighty Walk VersoShock Tech Video'], 'url': ['https://www.amazon.com/vdp/0019ac8ac55448eda3e0540ec23c872d?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/09f67ad578e34a45aee0721bd86e9f94?ref=dp_vse_rvc_1'], 'user_id': ['', '']}",Gravity Defyer,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""13 x 10 x 9 inches"", ""Item model number"": ""TB9022FWS"", ""Department"": ""womens"", ""Date First Available"": ""June 8, 2017""}",B074KJFGXT,,,
AMAZON FASHION,Forest Animals Birds And Trees Cute Chef Aprons for women and Men Water Resistant with Adjustable Neck Extra Long Ties for Kitchen Cooking Bib Grilling BBQ Baking Drawing Crafting waiter,4.3,11,"['Drawstring closure', 'machine wash', 'Size: 28.3""(L) x 25.6""(W)', 'Aadjustable: Adjustable Extra Long Ties suitable for men and women', 'Waterproof & Lightweight:This apron is made of waterproof Oxford cloth, resistant to dirt and abrasion, and can well protect your clothes from oil.', 'Easy to wash:Machine washable. No need to iron after wash', ""Multi-purpose:Ideal for kitchen cooking baking barbeque camping parties picnics garden and so on.Available as a gift for Christmas Thanksgiving HalloweenFather's Mother's Valentine's Independence Day Birthday""]","['Brand:MSGUIDE', 'Size:', '28.3""(L) x 25.6""(W)', 'Gender:', 'Unisex', 'Aadjustable:', 'Adjustable Extra Long Ties, suitable for most men and women', 'Waterproof:', 'This apron is made of Oxford cloth, resistant to dirt and abrasion, and can well protect your clothes from oil.', 'Multi-purpose:', 'ideal for kitchen,Cooking,Baking,Barbeque,camping, parties, picnics,garden and so onThe stylish adjustable apron is suitable for most male and female chef artist waiter butchers. This unique apron is perfect for any festive occasions such as cooking, baking, gardening, DIY, party, barbecue, cleaning, painting, etc. If you are a housewife, dining at home, a coffee shop clerk, a painter or some parts that require safety protection, the bib apron to keep your clothes clean.', 'Note:', ""Pictures may slightly vary from actual item due to lighting and monitor. So it's normal to have a little bit of chromatic aberration.""]",18.99,"{'hi_res': ['https://m.media-amazon.com/images/I/71arF5p9IFL._AC_UL1200_.jpg', 'https://m.media-amazon.com/images/I/61lbmOomssL._AC_UL1200_.jpg', 'https://m.media-amazon.com/images/I/61TEEO0DACL._AC_UL1200_.jpg', 'https://m.media-amazon.com/images/I/71wT76kwFZL._AC_UL1200_.jpg', 'https://m.media-amazon.com/images/I/61A2FlRNLSL._AC_UL1200_.jpg', 'https://m.media-amazon.com/images/I/71Zdkr505UL._AC_UL1200_.jpg', 'https://m.media-amazon.com/images/I/71Ypf-3kHaL._AC_UL1200_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51AyImz+E9L._AC_.jpg', 'https://m.media-amazon.com/images/I/41EmtvQUoaL._AC_.jpg', 'https://m.media-amazon.com/images/I/41wJpw8CqNL._AC_.jpg', 'https://m.media-amazon.com/images/I/51Il6I3H40L._AC_.jpg', 'https://m.media-amazon.com/images/I/41ek1ynbrIL._AC_.jpg', 'https://m.media-amazon.com/images/I/510oDw7cNcL._AC_.jpg', 'https://m.media-amazon.com/images/I/514ARNhjnmL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51AyImz+E9L._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41EmtvQUoaL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41wJpw8CqNL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51Il6I3H40L._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41ek1ynbrIL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/510oDw7cNcL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/514ARNhjnmL._AC_SR38,50_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06']}","{'title': ['Bee Aprons with Pockets for Kitchen Cooking Baking Painting ', 'Apron with Pocket', ""Maison D' Hermine Apron"", 'Bee Aprons for Women with Pockets, White Waterproof Apron'], 'url': ['https://www.amazon.com/vdp/055bd9f6a5b045d8992265df3db5e49f?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/0e9131a5364e492193d1925422f53244?ref=dp_vse_rvc_1', 'https://www.amazon.com/vdp/00cd642004bf4baf94efd4700bedbf71?ref=dp_vse_rvc_2', 'https://www.amazon.com/vdp/0f970e7e6cc945bd8e45680b422b4d2d?ref=dp_vse_rvc_3'], 'user_id': ['', '', '', '']}",MSGUIDE,[],"{""Package Dimensions"": ""9.33 x 5.12 x 1.26 inches; 3.95 Ounces"", ""Department"": ""Unisex-adult"", ""Date First Available"": ""July 12, 2020""}",B089413DNT,,,
AMAZON FASHION,WUSUANED Mother of The Bride Gift Today a Bride Tomorrow a Wife Forever Your Daughter Cuff Bangle Bracelet (Rose Gold Daughter),5.0,2,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/51zrZnoLdGL._AC_UL1100_.jpg', 'https://m.media-amazon.com/images/I/71YyjD5nsjL._AC_UL1100_.jpg', 'https://m.media-amazon.com/images/I/71ImksAXuLL._AC_UL1100_.jpg', 'https://m.media-amazon.com/images/I/61mq-sblAYL._AC_UL1100_.jpg', 'https://m.media-amazon.com/images/I/71z-elYkrAL._AC_UL1100_.jpg', 'https://m.media-amazon.com/images/I/61pCWYyS86L._AC_UL1100_.jpg'], 'large': ['https://m.media-amazon.com/images/I/41AvqTZScUL._AC_.jpg', 'https://m.media-amazon.com/images/I/51n7Pg1KBbL._AC_.jpg', 'https://m.media-amazon.com/images/I/51JJelR+qnL._AC_.jpg', 'https://m.media-amazon.com/images/I/51K-sjHzXyL._AC_.jpg', 'https://m.media-amazon.com/images/I/41vg9MgCrSL._AC_.jpg', 'https://m.media-amazon.com/images/I/41RYRZX-ajL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41AvqTZScUL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51n7Pg1KBbL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51JJelR+qnL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51K-sjHzXyL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41vg9MgCrSL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41RYRZX-ajL._AC_SR38,50_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05']}","{'title': [], 'url': [], 'user_id': []}",WUSUANED,[],"{""Material"": ""Stainless Steel"", ""Brand"": ""WUSUANED"", ""Age Range (Description)"": ""Adult"", ""Clasp Type"": ""No clasp type"", ""Unit Count"": ""1 Count"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""3.54 x 2.76 x 0.39 inches; 0.48 Ounces"", ""Item model number"": ""B073V2G5L4_US"", ""Date First Available"": ""December 20, 2017""}",B073V2G5L4,,,
AMAZON FASHION,H HOWE GILL Women's Off The Shoulder Jumpsuits Casual Elastci Waist Floral Print Summer Long Pants Trousers Elegant Dark Blue,2.4,3,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/71eTC5Zw9rL._AC_UL1500_.jpg', None, 'https://m.media-amazon.com/images/I/71HdgYASE5L._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/61O1uFicFcL._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/61xFP14L8YL._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/81n6C7q5OVL._AC_UL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/41+dsjj9FnL._AC_.jpg', 'https://m.media-amazon.com/images/I/51Y-KgWQwbL._AC_.jpg', 'https://m.media-amazon.com/images/I/41zhlWXNHiL._AC_.jpg', 'https://m.media-amazon.com/images/I/418hnDJCXwL._AC_.jpg', 'https://m.media-amazon.com/images/I/41-7r48q+9L._AC_.jpg', 'https://m.media-amazon.com/images/I/51YIwugo7NL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41+dsjj9FnL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51Y-KgWQwbL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41zhlWXNHiL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/418hnDJCXwL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41-7r48q+9L._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51YIwugo7NL._AC_SR38,50_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05']}","{'title': ['B2968-8 Fushia & Blue  '], 'url': ['https://www.amazon.com/vdp/1e17c15eb35e49d48f7c8b7e0ef3c974?ref=dp_vse_rvc_0'], 'user_id': ['']}",H HOWE GILL,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""137.8 x 10.71 x 0.31 inches; 7.2 Ounces"", ""Date First Available"": ""May 16, 2019""}",B07HL21F2K,,,
AMAZON FASHION,Jescakoo Cool Colorful Skull Print Sleeveless Ladies Tank Tops T-shirt,2.8,5,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/61y4gKRIVpL._AC_UL1001_.jpg', 'https://m.media-amazon.com/images/I/615AVOMec1L._AC_UL1001_.jpg', 'https://m.media-amazon.com/images/I/61P1NA-1pOL._AC_UL1001_.jpg', 'https://m.media-amazon.com/images/I/51nr6a3eQTL._AC_UL1001_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51+YpIjZWiL._AC_.jpg', 'https://m.media-amazon.com/images/I/51dUZJ0lqsL._AC_.jpg', 'https://m.media-amazon.com/images/I/51dwegG7DML._AC_.jpg', 'https://m.media-amazon.com/images/I/41P3yKAD3KL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51+YpIjZWiL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51dUZJ0lqsL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51dwegG7DML._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41P3yKAD3KL._AC_SR38,50_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03']}","{'title': [], 'url': [], 'user_id': []}",Jescakoo,[],"{""Package Dimensions"": ""6.9 x 3.7 x 1.3 inches; 11.2 Ounces"", ""Item model number"": ""RBTA10"", ""Date First Available"": ""April 15, 2016""}",B01ASVZGV8,,,
AMAZON FASHION,Womens Casual T Shirt Dress 3/4 Sleeve Floral Loose Shift Dress Tunic Sundress 2X-Large Black Beige,1.0,1,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/610DBjlQeuL._AC_UL1200_.jpg', None, 'https://m.media-amazon.com/images/I/61qTOMGAnDL._AC_UL1200_.jpg', 'https://m.media-amazon.com/images/I/61yqVyCuLhL._AC_UL1200_.jpg', 'https://m.media-amazon.com/images/I/81xw4iKSvBL._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/51Hq3yeDPKL._AC_UL1111_.jpg'], 'large': ['https://m.media-amazon.com/images/I/411l7Z1K42L._AC_.jpg', 'https://m.media-amazon.com/images/I/51agSE2AthL._AC_.jpg', 'https://m.media-amazon.com/images/I/41uDI6Ylj8L._AC_.jpg', 'https://m.media-amazon.com/images/I/41LkRIZwpnL._AC_.jpg', 'https://m.media-amazon.com/images/I/51a1jg2RXjL._AC_.jpg', 'https://m.media-amazon.com/images/I/31IJQw13dJL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/411l7Z1K42L._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51agSE2AthL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41uDI6Ylj8L._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41LkRIZwpnL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51a1jg2RXjL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/31IJQw13dJL._AC_SR38,50_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05']}","{'title': [], 'url': [], 'user_id': []}",Gyozelem,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""12.99 x 11.02 x 1.97 inches; 7.04 Ounces"", ""Item model number"": ""lyq6622"", ""Date First Available"": ""August 9, 2018""}",B07G4GYK68,,,
AMAZON FASHION,Michael Kors Womens Hat MK Circle Logo Dazzling Knit Beanie Black Grey,4.5,3,['100% Acrylic'],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/91yY-7MDiOL._AC_UL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/61RGhGyb1lL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/61RGhGyb1lL._AC_SR38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",Michael Kors,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""9 x 8.25 x 0.3 inches; 0.64 Ounces"", ""Department"": ""Womens"", ""Date First Available"": ""October 19, 2016""}",B01M4LBX6O,,,
AMAZON FASHION,"Closecret Women Comfort Cotton Underwear Classic Full Coverage Breathable Briefs Panties Underpants Multipack (M, 6 Colors)",3.3,10,['100% Cotton'],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/61r+L5WbeLL._AC_UL1000_.jpg', 'https://m.media-amazon.com/images/I/61dDnc8CPeL._AC_UL1000_.jpg', 'https://m.media-amazon.com/images/I/61gDBwWGJ9L._AC_UL1000_.jpg'], 'large': ['https://m.media-amazon.com/images/I/5162KX7TD3L._AC_.jpg', 'https://m.media-amazon.com/images/I/51bsYDTPRAL._AC_.jpg', 'https://m.media-amazon.com/images/I/41pzkFnc+6L._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/5162KX7TD3L._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51bsYDTPRAL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41pzkFnc+6L._AC_SR38,50_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02']}","{'title': [], 'url': [], 'user_id': []}",Closecret,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""16.22 x 6.69 x 1.89 inches; 6 Ounces"", ""Item model number"": ""B656CM"", ""Date First Available"": ""May 4, 2018""}",B0793MSNNP,,,
AMAZON FASHION,MagBelt - Medium - Black Belt/Black Buckle,3.4,12,['Magnetic closure'],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/91RS77um4YL._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/81a3LoaRDwL._AC_UL1500_.jpg', None, 'https://m.media-amazon.com/images/I/812U+NBPYLL._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/91udGHhkiVL._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/71GKt6amUjL._AC_UL1024_.jpg'], 'large': ['https://m.media-amazon.com/images/I/41QlyIq8VyL._AC_.jpg', 'https://m.media-amazon.com/images/I/41WyNwFwOTL._AC_.jpg', 'https://m.media-amazon.com/images/I/41cjnm0xejL._AC_.jpg', 'https://m.media-amazon.com/images/I/51l4Od1TE9L._AC_.jpg', 'https://m.media-amazon.com/images/I/51wHNGMt60L._AC_.jpg', 'https://m.media-amazon.com/images/I/51xcyFQZesL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41QlyIq8VyL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41WyNwFwOTL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41cjnm0xejL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51l4Od1TE9L._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51wHNGMt60L._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51xcyFQZesL._AC_SR38,50_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05']}","{'title': [], 'url': [], 'user_id': []}",MagBelt,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.5 x 2 x 2 inches; 12 Ounces"", ""Item model number"": ""BK15SB+BL15MB-M"", ""Date First Available"": ""December 2, 2019""}",B0178IKH40,,,
AMAZON FASHION,Allmygold Long Stem Dipped 24K Gold Trim Genuine Green Rose in Gold Gift Box,4.7,6,"['24k Gold Dipped Green Lacquered Genuine Rose', 'Each rose measures 11-12 inches long and is packaged in a lovely gift box with clear viewing window.', 'This Green rose is a perfect gift either by itself or combined with any of our other beautiful colors to create a colorful bouquet', 'Comes In Gift Box', 'Best Gift Ever!']","['These beautiful real roses are hand-picked then treated through a very delicate electro-form process to protect and preserve their natural beauty. Each one is then individually dipped in 24k gold. Packaged in a lovely gift box, these unique, natural flowers create a gift that will be treasured for years to come. Create a colorful rose bouquet for Mom with the birthstone colors for every child and grandchild. Perfect gift for anniversaries, birthdays, weddings, graduations, housewarming, etc.']",99.0,"{'hi_res': ['https://m.media-amazon.com/images/I/61m6I+NqQeL._AC_UL1264_.jpg', None], 'large': ['https://m.media-amazon.com/images/I/41p1t3nZAIL._AC_.jpg', 'https://m.media-amazon.com/images/I/41KkxekUF1L._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41p1t3nZAIL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41KkxekUF1L._AC_US40_.jpg'], 'variant': ['MAIN', 'PT01']}","{'title': [], 'url': [], 'user_id': []}",Allmygold,[],"{""Brand"": ""Allmygold"", ""Plant or Animal Product Type"": ""\u30ed\u30fc\u30ba"", ""Color"": ""Green"", ""Package Information"": ""Box"", ""Occasion"": ""Anniversary"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""13.2 x 4.1 x 3.2 inches; 8 Ounces"", ""Item model number"": ""AMG9342Z"", ""Department"": ""womens"", ""Date First Available"": ""December 17, 2012"", ""Manufacturer"": ""Allmygold.com""}",B00B3L3HPU,,,
AMAZON FASHION,"Neil Allyn Slim Fit Tuxedo Shirt, Cummerbund, Bow Tie & Cufflinks - XLarge 36/37 Sleeve",5.0,1,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/61wJhomPKRL._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/71wb5ZqfydL._AC_UL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/41n4Rz7rjWL._AC_.jpg', 'https://m.media-amazon.com/images/I/31sLhYnHu9L._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41n4Rz7rjWL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/31sLhYnHu9L._AC_SR38,50_.jpg'], 'variant': ['PT01', 'PT02']}","{'title': [], 'url': [], 'user_id': []}",NEIL ALLYN,[],"{""Package Dimensions"": ""12.4 x 8 x 2.4 inches; 1.05 Pounds"", ""Date First Available"": ""March 24, 2017""}",B01M1DRKM4,,,
AMAZON FASHION,"Kehen 2pcs Kids Autumn Outfits Set Stripes Long Sleeve Cotton Hoodies Tops + Elastic Long Pants (#2 Green, 3T)",5.0,1,"['Pull On closure', 'Hand Wash Only']",[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/61BCDTvykqL._AC_UL1000_.jpg', 'https://m.media-amazon.com/images/I/7101haFnj+L._AC_UL1000_.jpg', 'https://m.media-amazon.com/images/I/71m976-SKpL._AC_UL1000_.jpg', 'https://m.media-amazon.com/images/I/71RA1LWQFPL._AC_UL1000_.jpg', 'https://m.media-amazon.com/images/I/71ocZOiYknL._AC_UL1000_.jpg', 'https://m.media-amazon.com/images/I/71cQtUKXmWL._AC_UL1000_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51zBBtqQhPL._AC_.jpg', 'https://m.media-amazon.com/images/I/61bRBgA7CUL._AC_.jpg', 'https://m.media-amazon.com/images/I/617387fVsQL._AC_.jpg', 'https://m.media-amazon.com/images/I/61ZGGXQLmzL._AC_.jpg', 'https://m.media-amazon.com/images/I/61OjPZR6vCL._AC_.jpg', 'https://m.media-amazon.com/images/I/61bezd-cJaL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51zBBtqQhPL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/61bRBgA7CUL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/617387fVsQL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/61ZGGXQLmzL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/61OjPZR6vCL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/61bezd-cJaL._AC_SR38,50_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05']}","{'title': [], 'url': [], 'user_id': []}",Kehen,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Department"": ""baby-boys"", ""Date First Available"": ""August 17, 2019""}",B07HK3SF6P,,,
AMAZON FASHION,BIADANI Women Open Front Lightweight Cardigan Eggplant X-Large,4.0,32,"['Pull On closure', 'Hand Wash Only']",[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/61C2XgL6+lL._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/61MWvbHDLiL._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/61jrnYJ-MbL._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/81X91pNKAWL._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/810TUqWbJcL._AC_UL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/416+8glBURL._AC_.jpg', 'https://m.media-amazon.com/images/I/41gax7kZhNL._AC_.jpg', 'https://m.media-amazon.com/images/I/31rOvuj1pCL._AC_.jpg', 'https://m.media-amazon.com/images/I/41sYeAkYtlL._AC_.jpg', 'https://m.media-amazon.com/images/I/51D79XqabvL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/416+8glBURL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41gax7kZhNL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/31rOvuj1pCL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41sYeAkYtlL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51D79XqabvL._AC_SR38,50_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04']}","{'title': [], 'url': [], 'user_id': []}",BIADANI,[],"{""Package Dimensions"": ""9.4 x 7.6 x 1.8 inches; 8.2 Ounces"", ""Date First Available"": ""February 25, 2016""}",B01C7UW6QQ,,,
AMAZON FASHION,Nfsion Womens Casual Turtleneck Oversized Tunic Fall Sweaters Long Batwing Sleeve Spilt Hem Pullover Sweater Tops Small White,4.0,1,"['Pull On closure', 'Hand Wash Only']",[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/61wcPuOnfcL._AC_UL1334_.jpg', 'https://m.media-amazon.com/images/I/61osWJcKZxL._AC_UL1334_.jpg', 'https://m.media-amazon.com/images/I/713u-lRZv7L._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/71AMRFTaspL._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/61--hcTH4rL._AC_UL1500_.jpg', 'https://m.media-amazon.com/images/I/61NX2JaCjEL._AC_UL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/414Hf1zSwvL._AC_.jpg', 'https://m.media-amazon.com/images/I/31ZcHFbszeL._AC_.jpg', 'https://m.media-amazon.com/images/I/41y-sfwSSKL._AC_.jpg', 'https://m.media-amazon.com/images/I/31uN5wGoStL._AC_.jpg', 'https://m.media-amazon.com/images/I/41y-pn0wR2L._AC_.jpg', 'https://m.media-amazon.com/images/I/31ZQ63pY4YL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/414Hf1zSwvL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/31ZcHFbszeL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41y-sfwSSKL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/31uN5wGoStL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41y-pn0wR2L._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/31ZQ63pY4YL._AC_SR38,50_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05']}","{'title': ['Nfsion Womens Turtleneck Oversized Long Batwing Pullover'], 'url': ['https://www.amazon.com/vdp/07f641dd294f4fb78705afe60bc9da2f?ref=dp_vse_rvc_0'], 'user_id': ['']}",Nfsion,[],"{""Package Dimensions"": ""12.36 x 10.04 x 2.24 inches; 1.1 Pounds"", ""Date First Available"": ""October 11, 2022""}",B0B93FLHQQ,,,
