main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
All Beauty,"Cala Cosmetic wedge travel pack 6 count, 6 Count",1.7,2,"['A must-have makeup tool for your daily beauty care routine', 'High-quality MATERIAL - can be used for personal and professional use', 'Handy product and can be very useful when traveling', 'Each packet contains 6 pieces', 'Quantity: 6 Count']",['Cala cosmetic wedges travel pack is a must-have makeup tool for your daily beauty care routine. Made from high-quality material and can be used for personal and professional use. The individual products are in the shape of wedges. Handy product and can be very useful when travelling.'],None,"{'hi_res': ['https://m.media-amazon.com/images/I/51sXlbI1B0L._SL1000_.jpg'], 'large': ['https://m.media-amazon.com/images/I/41fNJg+rTzL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41fNJg+rTzL._SS40_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",Cala,[],"{""Product Dimensions"": ""2 x 2 x 3 inches; 3.2 Ounces"", ""Item model number"": ""616513709479"", ""UPC"": ""616513709479"", ""Manufacturer"": ""Cala""}",B003D1UTRC,,,
All Beauty,I'M MEME I'M Mystery Volume Tint Collection (005 Mystery Beet),4.2,33,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/51yhAdN2FBL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/61dOJcBxnEL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/61Ja5OfEJnL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/51s1wvDdQIL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/613afpuEvhL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/513Axv3FCGL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/71goBoyWOfL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/41WEAZjZfTL.jpg', 'https://m.media-amazon.com/images/I/519GaXEczgL.jpg', 'https://m.media-amazon.com/images/I/41UuABWpsnL.jpg', 'https://m.media-amazon.com/images/I/41K7yS6MjvL.jpg', 'https://m.media-amazon.com/images/I/51I68F+C-nL.jpg', 'https://m.media-amazon.com/images/I/31rcxUdxDuL.jpg', 'https://m.media-amazon.com/images/I/41pUrtBjumL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41WEAZjZfTL._SS40_.jpg', 'https://m.media-amazon.com/images/I/519GaXEczgL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41UuABWpsnL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41K7yS6MjvL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51I68F+C-nL._SS40_.jpg', 'https://m.media-amazon.com/images/I/31rcxUdxDuL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41pUrtBjumL._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT06', 'PT07']}","{'title': [""I'M MEME I'M Mystery Volume Tint""], 'url': ['https://www.amazon.com/vdp/0e9794af2556456fb0dd344ce3db8671?ref=dp_vse_rvc_0'], 'user_id': ['']}",I'M MEME,[],"{""Brand"": ""I'M MEME"", ""Skin Type"": ""All"", ""Item Form"": ""Liquid"", ""Finish Type"": ""Glossy"", ""Age Range (Description)"": ""Adult"", ""Package Dimensions"": ""3.8 x 0.8 x 0.6 inches; 0.81 Ounces""}",B07W13NWVR,,,
All Beauty,"MULTI PACK DEALS! Outre Synthetic Hair Braids X-Pression Kanekalon 3X Pre Stretched Braid 52"" (5-PACK, 99J)",4.2,6,[],[],30.36,"{'hi_res': ['https://m.media-amazon.com/images/I/71MN8e+lnGL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/61D5SZXqJgL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/615GjsXPlWL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/71AABl7EgjL._SL1500_.jpg', None], 'large': ['https://m.media-amazon.com/images/I/41C6ZNQH3HL.jpg', 'https://m.media-amazon.com/images/I/51SVIS8T-jL.jpg', 'https://m.media-amazon.com/images/I/41bkriP2QGL.jpg', 'https://m.media-amazon.com/images/I/51pur-vAICL.jpg', 'https://m.media-amazon.com/images/I/41nmo-Tf1TL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41C6ZNQH3HL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51SVIS8T-jL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41bkriP2QGL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51pur-vAICL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41nmo-Tf1TL._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04']}","{'title': [], 'url': [], 'user_id': []}",x-pression,[],"{""Brand"": ""x-pression"", ""Material"": ""Synthetic"", ""Material Feature"": ""Natural"", ""Installation Type"": ""Sew-In"", ""Package Dimensions"": ""13.03 x 11.38 x 4.33 inches; 2.95 Pounds"", ""UPC"": ""072632501149""}",B07RWNW9GV,,,
All Beauty,"Native, Powder and Cotton Body Wash 11.5 oz Bottles x2",4.3,21,[],[],None,"{'hi_res': [None, None], 'large': ['https://m.media-amazon.com/images/I/218IyRlSyML.jpg', 'https://m.media-amazon.com/images/I/21k1dUxi54L.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/218IyRlSyML._SS40_.jpg', 'https://m.media-amazon.com/images/I/21k1dUxi54L._SS40_.jpg'], 'variant': ['MAIN', 'PT01']}","{'title': [], 'url': [], 'user_id': []}",Native,[],"{""Item Form"": ""Powder"", ""Brand"": ""Native"", ""Scent"": ""Coconut"", ""Age Range (Description)"": ""Adult"", ""Unit Count"": ""23 Ounce"", ""Package Dimensions"": ""6.9 x 3.2 x 3.1 inches; 11.5 Ounces"", ""UPC"": ""812154030501""}",B07V5KKRNB,,,
All Beauty,New Kat Von D 24-Hour Super Brow Long-Wear Pomade And Brow Struck Dimension Powder! Choose Your Shade From 16 Pomades And 7 Powders! Long-Wear And Waterproof! (Taupe Powder),4.0,14,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/91EHrsbYhiL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51+1yGh5xLL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51+1yGh5xLL._SS40_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",Kat Von D,[],"{""Brand"": ""Kat Von D"", ""Item Form"": ""Powder"", ""Product Benefits"": ""Long Lasting"", ""Skin Type"": ""All"", ""Item Weight"": ""0.06 Pounds"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""2 x 2 x 2 inches; 0.96 Ounces"", ""UPC"": ""688994479189""}",B07CTX62W7,,,
All Beauty,Skyvan 24 PCS Set Rendering Wine Color Press On Full Cover False Nails Fake Nails With Glue Nail Art,3.5,6,[],[],None,"{'hi_res': [None, None, None, None, 'https://m.media-amazon.com/images/I/61BDDL5fUpL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/51mJMDSbjtL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/61s5ZZRd4LL._SL1000_.jpg'], 'large': ['https://m.media-amazon.com/images/I/41DqE0O1lKL.jpg', 'https://m.media-amazon.com/images/I/51ACbWlTyCL.jpg', 'https://m.media-amazon.com/images/I/41nWspzfxSL.jpg', 'https://m.media-amazon.com/images/I/41u8XfUHEXL.jpg', 'https://m.media-amazon.com/images/I/51DKA14F9-L.jpg', 'https://m.media-amazon.com/images/I/41+qD4GAuhL.jpg', 'https://m.media-amazon.com/images/I/51deuFV72RL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41DqE0O1lKL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51ACbWlTyCL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41nWspzfxSL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41u8XfUHEXL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51DKA14F9-L._SS40_.jpg', 'https://m.media-amazon.com/images/I/41+qD4GAuhL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51deuFV72RL._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06']}","{'title': [], 'url': [], 'user_id': []}",Skyvan,[],"{""Brand"": ""Skyvan"", ""Item Form"": ""Gel"", ""Number of Pieces"": ""24, 2"", ""Unit Count"": ""24.00 Count"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5 x 2.8 x 0.63 inches; 0.78 Ounces""}",B07K41QCQX,,,
All Beauty,Futuretrend40cm Layered Filp Out Heat-resist Theater Cosplay Wig-purple,4.1,32,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/71asVQr1YyL._SL1372_.jpg', 'https://m.media-amazon.com/images/I/710mJlQRcQL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71GTYT69ATL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/5118Ono+I7L.jpg', 'https://m.media-amazon.com/images/I/41OaC14Mf9L.jpg', 'https://m.media-amazon.com/images/I/41rF3qTf0lL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/5118Ono+I7L._SS40_.jpg', 'https://m.media-amazon.com/images/I/41OaC14Mf9L._SS40_.jpg', 'https://m.media-amazon.com/images/I/41rF3qTf0lL._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02']}","{'title': [], 'url': [], 'user_id': []}",,[],"{""Hair Type"": ""Straight"", ""Age Range (Description)"": ""Adult"", ""Style"": ""Modern"", ""Special Feature"": ""Heat Resistant"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""10 x 5.6 x 2.1 inches; 4.48 Ounces"", ""Item model number"": ""JF011386-HONGA""}",B01C3Z6T68,,,
All Beauty,BNG 20000 RPM Electric Nail Art Drill File Buffer Bits Manicure Pedicure Acrylic Gel Polish Callus Removal Nail Salon Tool,1.0,1,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/61IR93Fq1DL._SL1024_.jpg', None, None, None, None, None], 'large': ['https://m.media-amazon.com/images/I/51p2ufmvafL.jpg', 'https://m.media-amazon.com/images/I/41UkOfldF9L.jpg', 'https://m.media-amazon.com/images/I/41s9nUeuMlL.jpg', 'https://m.media-amazon.com/images/I/41-cjMGdfhL.jpg', 'https://m.media-amazon.com/images/I/51Eqp5nbB1L.jpg', 'https://m.media-amazon.com/images/I/51QObVhnOnL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51p2ufmvafL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41UkOfldF9L._SS40_.jpg', 'https://m.media-amazon.com/images/I/41s9nUeuMlL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41-cjMGdfhL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51Eqp5nbB1L._SS40_.jpg', 'https://m.media-amazon.com/images/I/51QObVhnOnL._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05']}","{'title': [], 'url': [], 'user_id': []}",BNG,[],"{""UPC"": ""706795898029""}",B00QQLBWNQ,,,
All Beauty,"Blue Vintage Flower Temporary Tattoo - Realistic Body Art - Gift - Accessory - Wedding - Set of 2 Temporary Tattoos, 4"" x 3.5""",4.3,2,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/819JRtDJchL._SL1500_.jpg', None, None, 'https://m.media-amazon.com/images/I/91bIKDYZZML._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/513UzPJZT8L.jpg', 'https://m.media-amazon.com/images/I/51TNcSYMF+L.jpg', 'https://m.media-amazon.com/images/I/51nVh6OIXyL.jpg', 'https://m.media-amazon.com/images/I/51150X55eLL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/513UzPJZT8L._SS40_.jpg', 'https://m.media-amazon.com/images/I/51TNcSYMF+L._SS40_.jpg', 'https://m.media-amazon.com/images/I/51nVh6OIXyL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51150X55eLL._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03']}","{'title': [], 'url': [], 'user_id': []}",myTaT,[],"{""Brand"": ""myTaT"", ""Style"": ""Vintage"", ""Water Resistance Level"": ""Water Resistant"", ""Pattern"": ""Floral"", ""Number of Pieces"": ""2"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""4 x 3.5 x 1 inches; 0.63 Ounces"", ""Item model number"": ""123""}",B01BQXYWQM,,,
All Beauty,Travalo Travalo Red 1 Pc,4.1,5,['It uses the latest design of refill system allowing refilling in seconds directly from almost all standard perfume bottle.'],['Travalo Red has a patented easy fill system that allows you to refill in seconds with a simple repeat pump action. Travalo fills directly from almost any fragrance bottle with a removable spray head.'],None,"{'hi_res': ['https://m.media-amazon.com/images/I/71DbTBuGTSL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71DbTBuGTSL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/61sJWerLNVL._SL1460_.jpg'], 'large': ['https://m.media-amazon.com/images/I/41jCHYz9SlL.jpg', 'https://m.media-amazon.com/images/I/41jCHYz9SlL.jpg', 'https://m.media-amazon.com/images/I/41D3ixAtSpL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41jCHYz9SlL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41jCHYz9SlL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41D3ixAtSpL._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02']}","{'title': [], 'url': [], 'user_id': []}",Travalo,[],"{""Brand"": ""Travalo"", ""Capacity"": ""4.81 Grams"", ""Item Dimensions LxWxH"": ""3 x 6 x 9 inches"", ""Item Weight"": ""0.41 Kilograms"", ""Product Dimensions"": ""3 x 6 x 9 inches; 14.46 Ounces"", ""Item model number"": ""I0051559"", ""UPC"": ""885403498988 817016010219 885759060846 885402790038"", ""Manufacturer"": ""Travalo""}",B00A9LPMEY,,,
All Beauty,"Orly Neon Earth Collection Summer 2018 Nail Lacquer Sands of Time #20978""",3.0,2,"['Bright light peach creme nail color with subtle orange undertones', 'From the Orly Neon Earth Collection', '12-free formula', 'Vegan', 'Cruelty-free']","['Orly Nail Polish, Sands of Time, 20978, .60 fl. oz.Bright light peach creme nail color with subtle orange undertones. Orly Neon Earth Collection.']",8.05,"{'hi_res': ['https://m.media-amazon.com/images/I/714vneN6oNL._AC_SL1500_.jpg', 'https://m.media-amazon.com/images/I/81gDHAT6z-L._AC_SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/31T0oLRKJ2L._AC_.jpg', 'https://m.media-amazon.com/images/I/41p+Z57eAeL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/31T0oLRKJ2L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41p+Z57eAeL._AC_US40_.jpg'], 'variant': ['MAIN', 'PT01']}","{'title': [], 'url': [], 'user_id': []}",Orly,[],"{""Brand"": ""Orly"", ""Item Form"": ""Liquid"", ""Color"": ""Peach"", ""Finish Type"": ""Creme"", ""Material Feature"": ""Cruelty Free, Vegan"", ""Age Range (Description)"": ""Adult"", ""Unit Count"": ""1.00 Count"", ""Liquid Volume"": ""15 Milliliters"", ""Item Dimensions LxWxH"": ""1.97 x 1.97 x 3.15 inches"", ""Item Weight"": ""17.01 Grams"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""1.97 x 1.97 x 3.15 inches; 0.6 Ounces"", ""Item model number"": ""20978"", ""Date First Available"": ""April 11, 2018"", ""Manufacturer"": ""IBD""}",B08HR5PDN6,,,
All Beauty,"Argan Oil Hair Mask for Dry Damaged Hair - Keratin Complex Deep Conditioner for Color Treated Hair - Sulfate Free Hair Treatment to Strengthen, Repair, Hydrate, Protect Dull Hair by Osensia, 8 Ounces",3.8,57,"['THE SECRET TO SHINE – Do you fill with envy every time you see people that seem blessed with beautiful hair? It’s time to take control of your strands! Get the commercial-worthy hair that turns heads, by treating your hair to the tress-taming magic of Osensia’s Argan Oil and Keratin hair treatment mask. Watch as those eyes of envy turn to you, and decide whether you want to let them in on the Osensia secret.', 'GIVE YOUR HAIR WHAT IT CRAVES – Every day your hair deals with a damaging onslaught from hot tools to environmental pollutants, so you shouldn’t be surprised that it lacks the luster you dream about. Luckily, with Osensia’s repair conditioner treatment you can restore, strengthen, and protect for longer, thicker, faster growing locks. Discover the hair you were born to have.', 'NATURALLY STUNNING STRANDS – Tired of spending top dollar on salon brands that don’t live up to their promises? We packed Osensia’s Sulfate Free, Paraben Free intensive conditioning formula full of some of nature’s best ingredients to bring your hair back to life. Our Moroccan Argan Oil conditioner is infused with keratin and fortifying botanical proteins that nourish your hair, instead of stripping it.', 'THE SILKY SMOOTH DIFFERENCE – No matter your hair type, we’re certain you’ll fall for the way Osensia’s repair hair mask makes your hair look and feel. But, to reveal truly luscious, radiant hair, we recommend combining it with our full hydration range. Prepare to be wowed by the way our Hydrating Shampoo & Conditioner, Leave-In Treatment, and Hair Mask transform dry, damaged, curly, color treated, and frizzy hair into touchable, head-turning perfection.', 'OUR PROMISE – We know you’ll love your locks the first time you use our conditioning treatment. But, if you’re not impressed, that’s ok. You’re backed by our 100% satisfaction guarantee. No matter the reason, we’ll gladly refund or replace your keratin conditioner – no questions asked.']",[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/61rA4Vt3DcL._SL1280_.jpg', 'https://m.media-amazon.com/images/I/81X+EB1AvLL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/81xwu0AbNYL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/81xOrXnUBRL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/31RKkI0ukjL.jpg', 'https://m.media-amazon.com/images/I/51hxhFlInxL.jpg', 'https://m.media-amazon.com/images/I/412RKxS0FBL.jpg', 'https://m.media-amazon.com/images/I/31ziosBGvNL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/31RKkI0ukjL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51hxhFlInxL._SS40_.jpg', 'https://m.media-amazon.com/images/I/412RKxS0FBL._SS40_.jpg', 'https://m.media-amazon.com/images/I/31ziosBGvNL._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03']}","{'title': ['Scam', 'Osensia Hydrating Hair Mask 8oz'], 'url': ['https://www.amazon.com/vdp/07f6cccb5513477da1ecc4abee512694?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/21ed62e9cdfa4fc7b1b291dc31c4b27b?ref=dp_vse_rvc_1'], 'user_id': ['AHII4XZWXZ2PMSAI7AXTNYLPHYGA', '']}",Osensia,[],"{""Brand"": ""Osensia"", ""Item Form"": ""Cream"", ""Material Feature"": ""Sulfate Free"", ""Hair Type"": ""Oily, Dry, Curly, Normal"", ""Age Range (Description)"": ""Adult"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.02 x 3.39 x 2.8 inches; 1.05 Pounds"", ""UPC"": ""712038284344"", ""Manufacturer"": ""Osensia""}",B01LFUCWKO,,,
All Beauty,16PC Magic Hair Donuts Curler Hairdress Magic Hair Styling Roller Curler DIY Tool for Woman Hair Accessories Small (A),2.7,18,"['No more heat and chemical damage when curling your hair with this incredible and colorful Magic Hair Donuts Curler! Each of these curlers has the ability to hold tons of hair, making it quick and super easy to have those summer beach waves in no time at all !', 'Made from soft plastic materials, these magic hair curlers are flexible and can be bent to any direction. They’re easy to use and lightweight so you can have heat and chemical free beautifully soft curly hair that’s perfect for all occasions!', 'Rapid hair rollers create curly sexy hair style in minutes. DIY at home and save money and time spending at the salon. Quick and easy way to create beautiful curls at home.', 'No chemical treatment, protect your hair. High-speed changing magic perm unimaginably. Operation Steps: Control the hair at 60%-70% of humidity of the zone;', 'In the middle of the prominent part curled your hair, and buttoned the hair curler; Then roll up your hair one by one; At the same time you can use the hairdryer to blow your hair; The next morning or 10 minutes after blowing your hair, so that you can get your perfect hair style.']",[],7.99,"{'hi_res': [None, 'https://m.media-amazon.com/images/I/51ENw94LYcL._SL1000_.jpg', None, None], 'large': ['https://m.media-amazon.com/images/I/51PzI+9SYpL.jpg', 'https://m.media-amazon.com/images/I/41i3smXhGGL.jpg', 'https://m.media-amazon.com/images/I/51iPIe12BvL.jpg', 'https://m.media-amazon.com/images/I/61zEqxuFLCL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51PzI+9SYpL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41i3smXhGGL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51iPIe12BvL._SS40_.jpg', 'https://m.media-amazon.com/images/I/61zEqxuFLCL._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03']}","{'title': [], 'url': [], 'user_id': []}",wendunide,[],"{""Hair Type"": ""Curly"", ""Material"": ""Plastic"", ""Brand"": ""Wendunide"", ""Color"": ""A"", ""Unit Count"": ""16.00 Count"", ""UPC"": ""678380989835"", ""Manufacturer"": ""wendunide""}",B08HGQT46C,,,
All Beauty,"Neitsi 20"" 25s/lot 1g/s 100% Remy Human Hair Nail Dark Brown U Tip Hair Extension Natural Wave (4#)",3.4,7,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/817dGbm5H+S._SL1500_.jpg', 'https://m.media-amazon.com/images/I/817A1zJt9PL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71XFKoTcTlL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51zewC2e8aS.jpg', 'https://m.media-amazon.com/images/I/51ztW7HNRUL.jpg', 'https://m.media-amazon.com/images/I/517gZ+N7OHL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51zewC2e8aS._SS40_.jpg', 'https://m.media-amazon.com/images/I/51ztW7HNRUL._SS40_.jpg', 'https://m.media-amazon.com/images/I/517gZ+N7OHL._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02']}","{'title': [], 'url': [], 'user_id': []}",NEITSI,[],"{""Brand"": ""NEITSI"", ""Color"": ""brown"", ""Material"": ""Human Hair"", ""Extension Length"": ""20 Inches"", ""Hair Type"": ""Wavy"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""16 x 5.7 x 0.5 inches; 2.4 Ounces"", ""Item model number"": ""utipNW""}",B01ICLDQA4,,,
All Beauty,"L'oreal Infallible Pro-last Nail Color, 905 Double Entendre (Pack of 2)",4.9,4,[],[],10.99,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/21OE8lgfyQL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/21OE8lgfyQL._SS40_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",L'Oreal Paris,[],"{""Brand"": ""L'Oreal Paris"", ""Item Form"": ""Liquid"", ""Unit Count"": ""2.00 Count"", ""Item model number"": ""905 Double Entendre"", ""UPC"": ""071249307588""}",B0113BF8NI,,,
All Beauty,NYX Butter Lipstick LITTLE SUSIE,5.0,1,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/511vy-kwY8L._SL1000_.jpg'], 'large': ['https://m.media-amazon.com/images/I/411suvLNPZL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/411suvLNPZL._SS40_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",Mad Max,[],"{""Manufacturer"": ""Mad Max""}",B00UXT3GIG,,,
All Beauty,Girl's First Communion Veil,4.7,450,"[""Girl's First Communion Veil"", 'Embedded cross decor']",[],22.88,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/41nWgWh2mZL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41nWgWh2mZL._SS40_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",Corrine,[],"{""Color"": ""White"", ""Age Range (Description)"": ""Child"", ""Number of Items"": ""1"", ""Brand"": ""Corrine"", ""Size"": ""1 Count (Pack of 1)"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""7.44 x 7.36 x 2.83 inches; 3.21 Ounces"", ""Item model number"": ""V752/1200"", ""UPC"": ""810546016959"", ""Manufacturer"": ""Church Supply Warehouse""}",B00CF2P7AY,,,
All Beauty,Spider-Man Homecoming Bath Time Shave Set for Kids,4.9,11,['Spider-Man Homecoming Bath Time Shave Set for Kids'],['Spider-Man Homecoming Bath Time Shave Set for Kids'],None,"{'hi_res': ['https://m.media-amazon.com/images/I/61GxTuZDHcL._SL1500_.jpg', None], 'large': ['https://m.media-amazon.com/images/I/41UTJrfkK9L.jpg', 'https://m.media-amazon.com/images/I/31sYHOpNX6L.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41UTJrfkK9L._SS40_.jpg', 'https://m.media-amazon.com/images/I/31sYHOpNX6L._SS40_.jpg'], 'variant': ['MAIN', 'PT12']}","{'title': [], 'url': [], 'user_id': []}",Spider Man,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""8.7 x 6.57 x 2.05 inches; 7.05 Ounces"", ""UPC"": ""889628036963"", ""Manufacturer"": ""Spider Man""}",B0771NT64F,,,
All Beauty,"Headband Wigs Human Hair Deep Wave for Black Women None Lace Front Wigs Glueless Headband Wig Brizilian Virgin Hair Natural Black 150% Density (14"")",3.5,3,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/81Utog2i21L._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71I5cgjNv5L._SL1000_.jpg', 'https://m.media-amazon.com/images/I/71smi+bU-OL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/71dhAsroQuS._SL1000_.jpg', 'https://m.media-amazon.com/images/I/71LoTuOK8SL._SL1005_.jpg', 'https://m.media-amazon.com/images/I/61-UiYYtPBL._SL1001_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51m8oAwSVFL.jpg', 'https://m.media-amazon.com/images/I/51ZMz17vVNL.jpg', 'https://m.media-amazon.com/images/I/51oAsm-sGKL.jpg', 'https://m.media-amazon.com/images/I/51-V+8awkRL.jpg', 'https://m.media-amazon.com/images/I/51FsPATwHoL.jpg', 'https://m.media-amazon.com/images/I/51vwDQtc5wL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51m8oAwSVFL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51ZMz17vVNL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51oAsm-sGKL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51-V+8awkRL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51FsPATwHoL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51vwDQtc5wL._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05']}","{'title': [], 'url': [], 'user_id': []}",ycigfuns,[],"{""Material"": ""Human Hair"", ""Hair Type"": ""Wavy"", ""Brand"": ""ycigfuns"", ""Age Range (Description)"": ""Adult"", ""Style"": ""Modern"", ""Package Dimensions"": ""10.24 x 7.01 x 2.44 inches; 11.68 Ounces"", ""UPC"": ""755291994766""}",B09GXMKV5H,,,
